textBox7,textBox9,textBox1,textBox3,textBox2,textBox5,textBox4,textBox6,textBox8,textBox10,textBox11,textBox12,textBox13,textBox14,textBox15,textBox16,textBox17,textBox18,textBox19,textBox20,textBox21,textBox22,textBox23,textBox24,textBox25,textBox26,textBox27,textBox28,textBox29,textBox42
Date,14/01/2026,Dispositif,Apoteca 1,Préparations,65,Pass,61,Fail de dosage,0,Fail technique,2,Reconstitutions,2,Début,14/01/2026 09:27:48,Fin,14/01/2026 16:30:58,Flacons,110,Temp moyen prep,280s,Pass/h,"12,8",Temp d'allumage,07:03:10,Temp de utilisation,05:23:54,Utilisation,-
